,,,,,,,,,,,,,,x,,,,,,,,,,,,
45.753,52.121,54.333,55.94,56.874,56.418,55.917,55.036,48.687,3.0192,3.1157,3.0406,3.0973,3.0786,3.0451,3.0629,3.0824,0.0010806,0.0015965,0.00080099,0.00075455,0.0011696,0.00094548,0.0010102,0.0018875,0.0010596,0.0019999
47.817,52.919,55.89,56.876,55.955,56.425,55.215,52.993,48.507,3.037,3.1087,3.097,3.1093,3.1118,3.0826,3.1141,2.9516,0.0014729,0.00067546,0.0003073,0.00048115,0.00089708,0.0016365,0.0016068,0.0017825,0.0013328,0.0011853
48.239,53.362,56.487,56.574,57.553,57.288,55.733,54.023,48.445,3.0249,3.0816,3.0489,3.1138,3.1149,3.1031,3.0742,3.0264,0.0012139,0.00058011,0.0011354,0.00047665,0.00085607,0.0013158,0.00082588,0.0021325,0.0015644,0.00049569
47.367,54.109,56.412,55.86,55.56,57.28,55.979,52.83,48.63,3.0244,3.0865,3.087,3.0869,3.0695,3.0887,3.0833,3.0104,0.00099969,0.0011105,0.0013907,0.0015235,0.001304,0.0015095,0.00057036,0.0022522,0.00089392,0.0014557
49.161,55.191,56.17,55.266,56.286,56.797,57.045,55.389,48.371,2.9687,3.0188,3.0729,2.9632,3.0443,3.0951,2.9895,2.9997,0.0018519,0.00098448,0.00097886,0.0003977,0.0023866,0.0016548,0.00055251,0.001321,0.0013939,0.00085735
47.344,53.004,54.733,56.488,55.707,57.064,57.578,55.087,49.233,3.1014,3.0058,3.0662,3.0427,2.9939,3.1043,3.0594,3.0734,0.001066,0.00093664,0.0016424,0.0011812,0.0017183,0.00088275,0.0013437,0.00064862,0.0017931,0.0010208
48.529,53.896,54.963,54.915,56.642,56.774,55.919,54.37,48.929,3.0353,2.9882,3.0317,3.0714,3.0641,3.0922,3.0918,3.0531,0.0021818,0.0013763,0.00083832,0.00081663,0.00039381,0.00062496,0.0010065,0.00048259,0.00034282,0.0015404
47.476,53.496,55.412,55.84,55.037,56.658,56.515,53.77,47.224,3.0042,3.097,3.0459,3.0555,3.1245,3.0487,3.0756,3.006,0.0016731,0.0013277,0.0012017,0.0011573,0.0014848,0.00049058,0.00063304,0.00084323,0.0012588,0.0008254
48.377,54.413,56.875,58.058,58.015,56.24,55.423,53.929,45.96,3.0717,3.0099,3.1247,3.0596,3.0702,3.0844,3.0961,3.082,0.0015309,0.00098225,0.00077557,0.00096621,0.00090637,0.0014901,0.0016005,0.0014763,0.00082599,0.0029748
45.077,52.844,56.147,56.164,57.026,55.877,55.212,54.541,48.29,2.9747,3.0092,2.9589,3.0447,3.0867,3.0821,3.0683,3.0652,0.0014323,0.00088244,0.00082233,0.00044885,0.00074646,0.00084507,0.00090318,0.0012301,0.0010751,0.0019237
48.116,51.236,55.666,57.355,57.079,56.699,57.197,51.587,50.264,3.0561,3.0574,3.0616,3.1111,3.0437,3.1338,3.0655,3.06,0.0015594,0.00083178,0.0011615,0.0017288,0.0012181,0.0011221,0.0020933,0.001864,0.0016332,0.00046821
47.598,53.217,55.906,56.045,56.214,56.942,56.73,55.656,50.896,3.1293,3.0576,3.0945,3.0459,3.1051,3.0877,3.0379,3.0866,0.0011279,0.0018491,0.00075026,0.0014344,0.00037664,0.0012466,0.0017304,0.0013103,0.0014889,0.0014544
45.641,54.715,55.762,55.724,55.96,57.619,55.341,52.814,47.712,3.0147,2.9484,3.0781,3.022,3.0314,3.1256,3.1209,3.1218,0.0021426,0.0013922,0.00085831,0.00031568,0.0020107,0.0010194,0.0023094,0.0017646,0.00070164,0.00075227
47.502,54.851,55.323,56.368,56.7,54.659,55.766,55.179,48.556,3.0459,3.0696,3.0038,3.1115,3.0262,2.9986,3.0549,3.0317,0.00080218,0.000706,0.0020796,0.0010991,0.0010611,0.0013517,0.00090813,0.00092216,0.0017711,0.0011103
50.522,53.883,56.349,56.545,56.177,55.324,55.99,54.935,45.375,2.9963,3.0645,3.0174,3.0353,3.0928,3.0779,3.0902,3.0109,0.0024773,0.0010153,0.00059557,0.00073703,0.0012179,0.001125,0.00067286,0.00081201,0.0011981,0.0013085
49.571,55.505,55.047,56.135,56.554,56.646,52.397,53.975,49.018,3.1088,3.0841,3.1196,3.1006,3.0495,3.1044,3.0211,3.1237,0.001221,0.00037654,0.0011327,0.00064916,0.0010879,0.00049621,0.0012065,0.00069472,0.0011815,0.00098379
51.856,51.952,55.717,56.933,56.117,55.362,54.412,54.072,48.709,3.0257,3.1012,3.0332,3.0697,3.0114,3.0661,3.0075,3.0648,0.0014553,0.00135,0.00093738,0.0016665,0.00056983,0.00070042,0.0016581,0.001416,0.0010515,0.0010043
49.266,54.416,54.852,56.004,56.453,56.037,55.449,54.601,47.582,3.0785,3.1099,3.0885,3.0547,3.0749,3.0279,3.0242,2.9569,0.0013793,0.00054971,7.38E-05,0.00024537,0.001019,0.0013757,0.00083539,0.0014345,0.0016628,0.0012204
49.764,52.881,54.222,56.042,57.087,57.066,56.522,55.764,45.298,3.0267,3.1105,3.0509,3.1292,3.0822,3.0924,3.0957,3.0863,0.0023157,0.001578,0.00047675,0.00036044,0.0010335,0.0008384,0.0011105,0.0018116,0.0012867,0.0023298
47.504,52.372,54.551,55.796,55.407,56.632,54.38,54.1,47.113,3.0916,3.0959,3.0711,3.0384,3.0512,3.0193,3.0981,3.0291,0.001339,0.0014221,0.00078653,0.0018142,0.00096342,0.00050998,0.0010577,0.00077635,0.0008481,0.00045443
41.537,54.093,56.488,57.382,58.552,55.603,56.985,53.601,49.783,3.0834,3.1004,3.1187,3.0637,3.0903,3.0391,3.0196,3.0107,0.00039469,0.0013092,0.0017338,0.00051431,0.00084935,0.00073064,0.00067407,0.0012304,0.00099776,0.00070761
47.458,54.747,54.089,55.504,56.877,56.291,56.145,54.652,49.276,2.9566,2.9727,3.1055,3.0451,3.1033,3.0696,3.0647,3.0995,0.00096947,0.0015229,0.0016595,0.00091159,0.001452,0.00045831,0.0012546,0.0013906,0.00090421,0.00084878
45.718,53.877,55.87,55.766,56.052,57.646,57.106,53.55,47.541,3.0569,3.0928,3.0768,3.0567,3.0757,3.0768,2.976,3.0286,0.0018633,0.00094521,0.00064677,0.0010273,0.0009829,0.0012788,0.00034425,0.0011015,0.0013399,0.0021363
50.179,51.78,53.87,55.365,56.684,58.243,55.214,54.456,47.603,3.0302,3.0271,3.089,3.1078,3.1139,3.0952,2.975,2.9805,0.0011366,0.00094161,0.0021435,0.0013891,0.0018943,0.00053209,0.0015565,0.00070663,0.00094011,0.001448
48.327,54.346,55.392,56.109,55.574,57.577,54.5,55.389,52.051,3.1313,3.0899,3.0425,3.0768,3.0821,3.0231,2.946,3.1229,0.00046138,0.001026,0.0010115,0.00058603,0.0010552,0.00061964,0.0021854,0.0019988,0.0013854,0.0016577
43.593,54.3,55.444,55.624,56.944,56.943,55.015,54.49,46.775,3.0019,3.0583,3.1142,3.0852,3.0799,3.0975,3.0368,3.0101,0.0015193,0.00077966,0.0016049,0.00096678,0.0010899,0.0018215,0.00040929,0.001394,0.0010457,0.00037888
45.356,55.051,56.191,57.455,55.378,55.345,56.708,54.938,48.336,3.0702,2.9555,3.0586,3.1372,3.112,3.06,3.0069,3.0324,0.0014592,0.00068933,0.0008758,0.001001,0.0012438,0.0018683,0.00054271,0.0012883,0.00063306,0.0026077
48.56,55.509,53.539,56.258,57.146,55.163,56.146,55.298,47.853,2.9757,3.0374,3.0475,3.0393,3.0696,3.0542,3.0507,2.9979,0.00067798,0.0015353,0.0012536,0.00084791,0.0011179,0.0023129,0.0027874,0.00083623,0.0012281,0.0010271
50.047,53.69,55.424,56.062,57.423,55.597,54.08,54.301,47.98,3.0253,3.1377,3.0652,3.0291,3.0449,3.1103,3.0888,3.0359,0.00057793,0.00068352,0.0007247,0.0011437,0.001073,0.00082306,0.00067379,0.0014601,0.00085505,0.0021031
49.286,53.545,56.372,57.387,56.263,55.425,55.885,54.836,50.169,3.1111,3.029,3.0933,2.9814,2.9353,2.996,3.0957,3.0863,0.0014299,0.00053466,0.0012846,0.00093493,0.0020072,0.0011144,0.0012027,0.0013848,0.00074847,0.00064875
46.122,52.937,55.738,57.092,56.606,56.035,54.139,54.978,48.399,3.0907,3.0244,3.0969,3.1145,3.0497,2.9949,2.9664,3.048,0.0012655,0.00066925,0.00096104,0.0018093,0.0015619,0.0018978,0.0012476,0.00068109,0.0013843,0.00064807
47.87,53.665,56.8,57.236,56.087,56.627,55.963,53.289,47.504,3.0382,3.1042,3.0739,3.1024,3.0439,3.0668,3.1037,3.0116,0.0014754,0.00092999,0.00098213,0.0012704,0.0020605,0.0009013,0.0019529,0.00057843,0.001284,0.001259
49.173,53.517,55.693,56.343,55.928,57.713,55.688,52.25,47.224,3.0854,3.1122,3.1261,3.0817,3.092,3.0892,3.0968,3.0328,0.0017348,0.0013465,0.00054483,0.0015015,0.00074918,0.00057708,0.0007816,0.00082582,0.00071184,0.00073666
46.966,54.272,56.418,56.575,56.382,56.16,55.064,54.297,48.456,2.9702,2.9916,3.1181,3.0763,3.069,3.0656,3.1262,3.0222,0.00089563,0.00023911,0.0013356,0.0016333,0.00088518,0.0011562,0.0011306,0.00153,0.00096502,0.00097993
50.488,54.271,56.75,55.529,56.423,56.392,56.616,55.551,49.581,3.1248,3.0937,3.0722,3.0047,3.0127,3.1341,3.0095,3.0628,0.0015296,0.0014264,0.0013557,0.0012223,0.0013646,0.0013882,0.00097042,0.00073241,0.00037197,0.0004061
47.724,53.248,55.877,55.825,56.819,56.472,56.33,54.03,46.379,3.1219,3.1132,3.0437,3.1185,3.1215,3.0707,3.0773,3.0682,0.0014324,0.0010682,0.001099,0.00073667,0.0012319,0.0013143,0.00068047,0.0014427,0.00097567,0.0015616
49.939,53.267,56.412,56.725,57.668,56.288,55.925,52.761,46.231,3.0298,2.9698,3.0501,3.0809,3.0574,3.0592,2.995,3.0176,0.0024271,0.0016987,0.0012185,0.00046558,0.00077455,0.0011529,0.0019646,0.00095863,0.00078412,0.0012986
48.07,52.947,55.159,56.298,58.298,55.542,55.31,54.636,47.937,3.0572,3.0003,3.1045,2.9983,3.1338,3.1077,3.0805,3.0568,0.001357,0.0013318,0.0011524,0.00065815,0.001483,0.0018402,0.00072123,0.0011073,0.0021608,0.0016921
51.276,54.678,56.321,56.418,55.882,54.985,53.928,54.871,49.679,3.0615,3.0191,3.0519,3.0882,3.1282,3.0775,3.0883,3.0467,0.0025871,0.00023972,0.0011015,0.00094128,0.0017444,0.0011041,0.001346,0.0011443,0.0010798,0.0015586
48.763,56.252,56.355,56.19,55.003,56.078,56.106,54.167,47.525,3.0817,3.0723,3.0718,3.1315,3.0519,3.1012,3.0909,2.9483,0.00032309,0.00087633,0.00038627,0.0012815,0.0015058,0.00079684,0.00070874,0.0008544,0.00081999,0.001477
46.149,54.203,55.982,56.101,56.295,56.184,54.304,54.671,47.656,3.007,3.0371,3.1128,3.0643,3.1193,3.0998,3.0276,3.0255,0.0011145,0.0008939,0.00091756,0.00095642,0.0011788,0.00099939,0.0013131,0.00071301,0.0012669,0.00073321
46.954,53.732,58.344,56.736,57.706,56.753,55.17,52.251,46.633,3.0661,3.0927,3.1056,3.0671,3.0987,3.0213,3.0185,3.06,0.00060231,0.0013211,0.00032444,0.0012259,0.00070801,0.0007803,0.0016526,0.0014702,0.0016239,0.0017409
50.094,55.109,56.658,57.493,55.425,55.818,55.881,53.428,48.506,2.9695,3.1339,3.051,3.1204,3.0512,3.1068,2.92,2.9454,0.00091421,0.00094197,0.00075998,0.00084904,0.00064653,0.00060939,0.0014437,0.0011356,0.00073764,0.001701
47.746,55.43,56.276,55.756,54.3,56.443,55.355,54.478,48.499,3.1039,3.0966,3.0736,3.0953,3.0262,3.0653,3.0387,2.9891,0.0010235,0.0014223,0.0014404,0.00055458,0.00075278,0.0014729,0.00093313,0.00026377,0.0013101,0.0013979
45.815,50.606,54.329,55.479,56.35,56.324,56.733,54.593,47.357,3.0354,3.0905,3.04,3.0919,3.0754,2.9992,3.0144,3.0532,0.0012992,0.0010123,0.00087923,0.0011199,0.002,0.0007802,0.0017499,0.0012966,0.0014312,0.00119
52.878,53.536,54.815,57.221,55.668,54.767,55.331,56.011,49.377,3.0398,3.0754,3.0691,3.092,3.0301,3.0412,3.0999,3.0361,0.00044252,0.0012139,0.00076801,0.0010709,0.0015625,0.00080737,0.0010338,0.000196,0.00089346,0.0011446
45.45,52.703,56.58,55.764,55.75,56.495,56.61,53.11,47.109,2.9849,3.0037,3.1005,3.075,3.0297,3.1079,3.0861,3.026,0.0012074,0.0009302,0.00096848,0.0012993,0.001086,0.00047214,0.0011613,0.00099981,0.00061456,0.00053253
50.126,53.84,54.977,56.049,55.425,55.833,55.145,54.042,46.718,2.8678,3.0088,3.0698,3.0937,3.0471,3.0081,2.9979,3.0213,0.0022446,0.00031147,0.00091041,0.00092637,0.0011242,0.00076146,0.0014593,0.0016938,0.0019782,0.00053798
45.081,53.242,55.913,57.182,56.782,55.736,55.302,54.4,47.092,3.0379,3.0351,3.0031,3.1013,3.0754,3.1061,3.0064,2.9786,0.00090537,0.0015885,0.0007033,0.00076994,0.00099048,0.00063233,0.0012664,0.00079251,0.0012229,0.001755
49.029,51.984,54.731,56.34,57.425,55.929,54.21,52.328,48.1,3.0242,2.9932,3.1045,3.0846,3.1239,3.0844,3.1074,3.085,0.0013302,0.00070612,0.0010865,0.0022311,0.00078337,0.00069275,0.001552,0.0012543,0.0010287,0.0017551
49.689,54.917,55.134,56.973,56.919,56.307,54.949,54.033,48.175,3.0672,3.0757,3.1049,3.12,3.0701,3.0661,2.9917,2.9591,0.0010041,0.0010093,0.00064256,0.0012975,0.00089831,0.001524,0.001225,0.0010068,0.0011475,0.0011619
49.129,53.926,55.199,55.603,56.888,55.054,55.536,53.986,48.006,3.052,3.0967,3.0581,3.0701,2.9921,3.0997,3.0394,3.0858,0.0018742,0.0016939,0.0012009,0.0011474,0.0017608,0.00098776,0.00089039,0.0011501,0.001212,0.00074461
45.233,54.643,54.721,57.033,56.602,56.618,54.185,52.367,45.433,3.0772,3.0769,3.0768,3.0752,3.1194,3.0055,3.0282,2.9415,0.001937,0.0018886,0.0023825,0.0010575,0.0003909,0.00090638,0.00042321,0.00093532,0.001026,0.0016742
46.715,54.331,55.046,56.392,57.536,57.387,55.264,54.028,49.819,2.9586,3.0733,3.0783,3.0955,3.0675,3.0821,3.0151,3.0663,0.0011229,0.00099723,0.00047884,0.00057172,0.0012875,0.0019679,0.0006648,0.0011084,0.00154,0.0012839
47.275,55.561,56.492,55.764,55.718,54.821,56.135,54.871,48.241,3.1217,3.0541,3.0663,3.0786,3.0895,3.0611,3.0958,3.0732,0.0014388,0.00051202,0.0020717,0.00068365,0.00088911,0.00048266,0.00079664,0.0011141,0.0010556,0.0017945
49.53,52.691,54.437,55.872,55.919,55.995,54.925,53.724,51.542,2.9781,3.0277,3.0093,3.1186,2.979,2.9649,3.1123,3.0721,0.00053808,0.0012815,0.0018145,0.0010964,0.00043133,0.00079423,0.00053035,0.00093557,0.0010148,0.0013341
48.46,54.802,56.698,56.475,56.326,55.169,57.049,57.061,49.329,3.1123,3.0922,3.0644,3.0581,3.1033,3.1021,3.0443,2.9456,0.0013814,0.00085177,0.00080054,0.001287,0.0007852,0.0017059,0.0015116,0.0011433,0.0012499,0.0014298
47.046,54.17,54.341,55.057,56.128,55.963,56.756,54.294,51.058,3.0411,3.0698,3.1224,3.0192,3.0669,3.0713,3.0701,3.0452,0.00082985,0.0005852,0.0008223,0.00058414,0.0004123,0.0011329,0.00067414,0.0013735,0.0005745,0.0012697
49.905,55.567,54.919,57.556,55.194,55.274,54.657,52.439,48.461,3.0223,3.075,3.1089,3.096,3.1074,3.1117,3.0093,2.9783,0.001576,0.0010609,0.0013799,0.001109,0.00057583,0.00069151,0.0012141,0.0018163,0.0017086,0.0020339
50.148,52.332,55.908,56.163,56.972,56.797,55.72,54.705,49.611,3.0151,3.0228,3.1216,3.0892,3.0246,3.0233,3.0242,3.0633,0.0010682,0.0012366,0.00047494,0.00096746,0.00084631,0.001041,0.00062014,0.00070769,0.00066504,0.0015903
48.358,54.682,56.893,56.482,56.649,54.444,53.864,51.824,49.339,3.1096,3.0674,3.0672,3.0708,3.0792,3.0114,3.0567,3.0133,0.00058133,0.0023833,0.00065022,0.0008159,0.00074194,0.0014899,0.0018806,0.00097889,0.0012107,0.001538
44.928,53.178,56.86,56.268,56.794,58.384,57.103,55.317,48.42,3.0175,3.0811,3.1038,3.1243,3.1045,3.0571,3.0628,3.0258,0.0012511,0.0011099,0.0014137,0.00067283,0.0011337,0.00039794,0.001144,0.00090906,0.0012049,0.00065412
46.571,56.196,54.992,56.035,56.701,57.308,54.435,54.109,47.679,3.0427,3.0608,3.0585,3.1077,3.0211,3.1014,3.0134,2.9649,0.00097179,0.00098754,0.00038598,0.00089858,0.00093792,0.00086227,0.00079419,0.0016544,0.0010506,0.0014332
48.559,52.499,53.06,54.67,56,57.003,55.356,54.389,49.095,3.0263,3.1246,3.1152,3.0809,3.0582,3.0435,3.0994,2.9957,0.0013641,0.0019629,0.00075181,0.0021171,0.00069827,0.00081335,0.00077579,0.0018365,0.0017203,0.0011851
48.141,54.52,56.832,57.527,55.894,55.685,56.406,54.659,51.815,3.0257,3.0341,3.0466,3.1079,3.0897,3.0315,3.1067,3.1145,0.00056479,0.0014127,0.0011507,0.0011609,0.00061266,0.0012561,0.00092378,0.0018025,0.001346,0.00097169
46.832,53.635,54.889,56.493,57.026,55.482,55.023,51.521,44.898,3.0347,3.0454,3.004,3.1036,3.0831,3.04,3.0371,2.9915,0.0019747,0.00086983,0.00096683,0.0011085,0.00041646,0.00029195,0.0017576,0.0011533,0.0019479,0.0011329
48.056,54.382,55.298,57.276,56.744,57.045,56.311,54.902,48.612,3.036,3.0734,3.1243,3.0259,3.0676,3.0967,3.0166,3.0437,0.0022091,0.00080887,0.0011386,0.0018656,0.0010256,0.0012754,0.00058002,0.00030419,0.001296,0.0015437
50.03,52.794,54.623,55.869,57.024,55.758,57.571,54.793,46.86,3.0126,3.0855,3.1157,3.101,3.0693,3.0968,3.0743,3.038,0.0011596,0.00045549,0.0010417,0.00049936,0.00088539,0.0017179,0.0011377,0.0010803,0.0012413,0.0015246
46.63,53.372,55.893,55.335,55.942,56.252,55.73,54.601,49.85,3.0735,3.069,3.033,3.0291,3.1169,2.939,3.038,3.0794,0.0018815,0.0014058,0.00067661,0.0013023,0.00062955,0.00088835,0.00068157,0.00086389,0.0016941,0.0021362
47.758,55.021,55.127,56.582,55.777,56.541,54.747,54.116,49.614,2.916,3.0818,3.0827,3.1099,3.1304,3.0759,2.9904,3.0629,0.0012634,0.0018902,0.00089645,0.00078179,0.00072144,0.00073375,0.00037207,0.00066836,0.0011972,0.00097454
50.542,54.543,57.492,56.871,56.93,55.682,54.714,51.667,49.595,3.0315,3.0788,3.0401,3.0508,3.0243,3.0804,3.1017,3.0739,0.0015073,0.0010562,0.0010559,0.00074968,0.0012211,0.0012647,0.0016166,0.0012604,0.00090028,0.00153
49.583,52.846,54.62,57.279,56.573,56.544,54.202,52.798,50.51,3.0503,3.0882,3.047,3.0403,3.0844,3.0395,3.032,3.0329,0.0010175,0.0020197,0.001475,0.0014092,0.00045072,0.0013871,0.00053379,0.0011852,0.00080022,0.0016159
48.736,52.396,53.84,55.954,56.759,55.785,56.011,53.586,47.47,3.0986,3.1129,3.1308,3.1144,3.0157,3.0448,3.0879,3.0318,0.0017023,0.0015955,0.0016831,0.00073699,0.00088953,0.0017204,0.0016946,0.0010837,0.0018813,0.00094389
48.88,52.597,56.822,55.013,56.037,56.921,57.235,53.11,47.107,3.0779,3.0419,3.0415,3.0896,3.0561,3.0584,3.0931,2.9608,0.0014367,0.0013974,0.00077063,0.0010397,0.0011932,0.00089531,0.00070625,0.00078253,0.00062553,0.0013368
48.825,53.296,57.077,56.575,57.474,56.994,54.672,50.677,49.727,3.0314,3.046,2.9761,3.0689,3.0816,3.0692,2.9992,2.9858,0.00079134,0.0012422,0.0011106,0.00075298,0.0016147,0.0014284,0.0012946,0.0016848,0.00055458,0.00090096
49.681,52.966,55.322,57.249,55.578,56.602,56.033,56.125,48.933,3.0054,3.0802,3.0267,3.0111,3.1151,3.1164,3.0003,2.9217,0.0010293,0.0014245,0.0009913,0.0011852,0.001856,0.00041363,0.00081716,0.00060384,0.00095999,0.0020239
49.58,53.65,56.159,56.062,56.944,56.172,54.29,54.34,47.881,3.0716,3.1059,3.0687,3.1068,3.0252,2.945,3.006,3.0039,0.00059459,0.00015323,0.00083177,0.0014766,0.00038016,0.0001243,0.00089522,0.0010097,0.00062736,0.0015208
47.491,51.335,53.872,55.069,58.783,57.453,55.107,51.804,44.801,3.0465,3.0651,3.0491,3.0963,3.0117,3.0881,3.0746,3.1009,0.0023399,0.0014017,0.00045099,0.00094173,0.00041133,0.0011577,0.0010198,0.00066095,0.00057364,0.0014426
48.974,55.049,55.205,56.536,55.371,55.759,57.748,54.39,46.519,3.0607,3.0845,3.0896,3.0247,3.001,3.0308,3.0244,3.0174,0.0012884,0.0013901,0.00080296,0.0018887,0.00098649,0.00066632,0.00096696,0.00065508,0.0016702,0.00045185
46.168,53.727,54.179,55.067,56.06,56.676,55.302,54.299,49.52,3.0799,2.9394,3.0149,3.0885,3.0933,3.0673,3.0137,3.1181,0.00042925,0.00097289,0.00093235,0.001058,0.0013783,0.0018105,0.0019371,0.00043204,0.00069027,0.0012248
49.347,54.668,55.197,55.888,54.253,56.763,54.695,54.991,49.083,3.09,3.0873,3.0011,3.1019,3.0832,3.0626,3.0006,3.0443,0.0016348,0.0014045,0.0010379,0.00088259,0.00088936,0.001403,0.00072476,0.00076419,0.0020425,0.0010819
46.214,51.805,55.78,56.076,57.459,56.927,55.861,54.283,48.354,3.1298,2.9928,3.0654,3.0424,3.0811,3.1088,3.1307,2.9941,0.0013785,0.0017828,0.0011837,0.00070494,0.0010043,0.00088012,0.0013337,0.00081604,0.0020614,0.0020032
49.836,54.016,52.773,55.604,56.276,55.318,56.055,52.826,47.545,2.9834,3.0166,3.0646,3.0328,3.0334,3.0815,3.0568,2.9691,0.001067,0.00059207,0.00093464,0.00021309,0.00082575,0.00098093,0.0014449,0.0010979,0.0010319,0.0013799
47.588,52.483,54.554,56.11,55.644,55.586,53.606,53.824,50.76,3.0117,2.9575,3.0703,2.9971,3.0031,3.0402,3.0792,3.0415,0.0006118,0.00056138,0.0013281,0.00077204,0.00080461,0.0010166,0.0015517,0.00090434,0.0010096,0.0010317
47.933,55.032,55.943,57.579,57.114,56.176,54.996,53.24,48.435,3.0134,3.0182,2.9972,3.1121,3.0613,3.0346,3.0487,3.0711,0.0011698,0.0013649,0.00080896,0.0016617,0.0013675,0.00060668,0.0011948,0.00099227,0.0017766,0.0015266
48.008,53.478,56.197,56.726,57.105,56.726,53.613,53.779,48.82,3.0325,3.0242,3.0832,3.0369,3.0626,3.1337,3.0382,3.0641,0.0012343,0.0006899,0.00084717,0.0013618,0.0008431,0.0008599,0.00069109,0.0016523,0.001002,0.00096502
47.608,54.139,55.368,57.121,55.983,55.942,55.483,53.875,46.176,3.0587,3.1062,3.0884,3.0523,2.9837,3.0406,3.1098,2.9594,0.0018412,0.00065415,0.0013458,0.0018989,0.00066851,0.0010144,0.0017066,0.0013087,0.00074873,0.0018966
47.104,52.616,53.394,57.208,55.326,57.129,56.266,52.487,48.375,3.0129,3.0684,3.0616,3.1281,3.1338,3.0644,3.087,3.054,0.0012476,0.0011545,0.0015171,0.00088277,0.0015034,0.00020063,0.00064085,0.0017683,0.00089913,0.0013529
49.916,52.05,54.852,56.301,56.471,55.555,56.227,54.799,45.621,3.0583,3.0035,3.0581,3.0853,3.1125,3.0557,2.9763,3.0831,0.001573,0.0020053,0.0011024,0.00058359,0.0010676,0.0017403,0.00042802,0.00096652,0.001799,0.0004735
47.38,54.263,55.895,57.296,56.988,54.678,54.698,54.054,48.461,3.0677,3.0566,3.0121,3.0612,3.0924,3.0474,3.0036,3.0979,0.0018006,0.0009365,0.0011698,0.00047524,0.0013421,0.00082874,0.0012522,0.0012457,0.0011043,0.0016947
48.508,53.426,53.978,55.543,57.123,56.733,56.025,53.922,50.473,3.0294,3.1232,3.0383,3.1078,3.113,3.0779,3.0507,3.0733,0.00084134,0.00055692,0.0011902,0.0009589,0.00048884,0.00058333,0.00092605,0.0017462,0.0023545,0.0014916
48.723,55.522,55.552,56.308,56.779,54.457,55.762,54.122,47.832,3.0373,3.0703,3.0554,3.1274,3.0623,3.0685,3.11,3.092,0.0014292,0.00053558,0.00063183,0.00059839,0.0006098,0.00077186,0.00071952,0.0014002,0.00082715,0.00062711
50.322,53.662,55.081,56.409,56.527,56.272,55.303,55.688,49.9,3.0404,3.0396,3.1144,3.0354,3.0865,3.0138,3.0394,3.0022,0.0017477,0.00073226,0.0017091,0.00098713,0.00087012,0.00052391,0.001345,0.0014103,0.0011146,0.001652
44.727,51.585,53.551,56.58,57.654,55.85,54.125,55.642,45.628,3.0257,3.0436,3.1372,3.0652,3.061,3.0558,3.1163,3.0946,0.0014223,0.0010468,0.00079836,0.00063383,0.0015404,0.00057026,0.00037376,0.0015195,0.00061027,0.0012163
49.17,54.08,55.203,55.753,57.802,56.459,56.244,51.722,44.379,3.1117,3.0413,3.1248,3.1298,3.004,3.1168,2.9834,2.9851,0.00082956,0.00092585,0.0017568,0.00071403,0.0010637,0.00098566,0.001083,0.00075374,0.0012301,0.0013709
47.026,53.107,55.396,56.548,57.398,55.749,56.34,52.383,48.729,3.0468,3.036,3.0849,3.0545,3.0658,3.0809,3.0441,3.0608,0.0010479,0.00098632,0.0010074,0.00069702,0.00051629,0.00069476,0.00095659,0.00092579,0.00056797,0.00096898
42.644,53.702,56.486,57.312,56.024,55.319,55.052,53.532,50.645,3.1108,3.0458,3.0507,3.0835,3.1103,2.9871,3.0564,3.0395,0.0022232,0.00055726,0.0011876,0.0017401,0.00011891,0.000668,0.0014058,0.00084465,0.0015256,0.0014916
48.03,54.152,54.491,56.805,57.266,55.227,54.746,53.613,47.749,3.0765,3.0773,3.0971,3.0966,3.105,2.9514,2.9984,2.979,0.00054868,0.0011856,0.0018259,0.00047706,0.0013427,0.00062113,0.00086474,0.00099438,0.0012417,0.0011711
46.911,52.635,55.269,56.343,56.491,57.692,55.573,53.663,46.665,3.0533,3.1232,2.9796,3.0277,3.0456,3.0384,3.0434,3.0737,0.0010648,0.0011077,0.001141,0.00070721,0.0011412,0.0016595,0.0010812,0.0018368,0.0012835,0.00046586
45.647,55.156,52.29,55.261,55.43,56.31,55.111,54.115,49.984,3.0207,3.0364,3.0408,3.1146,3.0803,3.0855,3.0689,3.0031,0.00062862,0.0011018,0.0015342,0.00036394,0.00028722,0.00032346,0.0011648,0.0014064,0.001331,0.00090718
46.641,52.957,53.704,56.691,55.736,56.829,56.789,54.536,47.453,3.0464,2.9821,3.0045,2.9843,3.0082,3.0247,3.072,3.1152,0.001199,0.0016525,0.00051742,0.00073141,0.0015015,0.0013458,0.00098719,0.0014087,0.0013253,0.0015086
